Title,URL,Authors,Programs,Bugs,Bounty,PublicationDate,AddedDate,functionality,vulnerability_type,execution_context,attack_vector,language_or_framework,impact,technical_details
WordPress BuddyForms Plugin — Unauthenticated Insecure Deserialization (CVE-2023–26326),https://medium.com/tenable-techblog/wordpress-buddyforms-plugin-unauthenticated-insecure-deserialization-cve-2023-26326-3becb5575ed8,Joshua Martinelle (@J0_mart),-,"Insecure deserialization, Security code review, RCE",0,3/7/23,3/8/23,General Application Logic,Insecure Deserialization,Server-side RCE,Web Application Parameter,PHP,Full System Compromise,"phar%253a%252f%252f..%252fwp-content%252fuploads%252f2023%252f03%252fpayload.pharInfosecTenable ResearchWordPressCode ReviewInsecure Deserialization----1FollowPublished in Tenable TechBlog1.9K followers·Last published Sep 13, 2024Learn how Tenable finds new vulnerabilities and writes the software to help you find themFollowFollowWritten by Joshua Martinelle37 followers·1 followingSecurity Research"
Remote Stealth Brute-force of Oracle Database Passwords,https://blog.bitcrack.net/oracle-databases-remote-stealth-password-bruteforce/,Viktor Markopoulos,-,"Bruteforce, Information disclosure, Authentication bypass, Components with known vulnerabilities",0,3/6/23,3/8/23,unknown,unknown,unknown,unknown,unknown,unknown,could not extract
Manipulating Encrypted Traffic for Manual and Automation,https://medium.com/@Ano_F_/manipulating-encrypted-traffic-using-pycript-b637612528bb,Sourav Kalal (@Ano_F_),-,"Client-side encryption bypass, Bruteforce",0,3/6/23,3/8/23,Admin/Config Panel,Code Injection,Server-side RCE,Web Application Parameter,Java,Shell/Command Execution,Payload not explicitly detailed
Remote Code Execution Vulnerability in Azure Pipelines Can Lead To Software Supply Chain Attack,https://www.legitsecurity.com/blog/remote-code-execution-vulnerability-in-azure-pipelines-can-lead-to-software-supply-chain-attack,Nadav Noy,Microsoft (Azure DevOps Pipelines),"RCE, CI/CD, Supply chain attack",0,3/30/23,3/31/23,Imports/Sharing,Command Injection,CI/CD Pipeline RCE,Web Application Parameter,Python,Shell/Command Execution,Payload not explicitly detailed
Super FabriXss: From XSS to an RCE in Azure Service Fabric Explorer by Abusing an Event Tab Cluster Toggle (CVE-2023-23383),https://orca.security/resources/blog/super-fabrixss-azure-vulnerability/,Lidor Ben Shitrit,Microsoft (Azure),"RCE, XSS, Cloud",0,3/30/23,3/31/23,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,Java,Shell/Command Execution,such as –
Finding RCE in NodeJS templating engine 'Eta' - CVE-2022-25967,https://rayhan0x01.github.io/ctf/2023/04/01/finding-rce-in-eta-cve-2022-25967.html,Rayhan Ahmed Niloy (@Rayhan0x01),Eta,"RCE, Server-side prototype pollution, Security code review",0,4/1/23,4/6/23,Imports/Sharing,Command Injection,Server-side RCE,API Endpoint,Java,Full System Compromise,Payload not explicitly detailed
"CyberGhostVPN - the story of finding MITM, RCE, LPE in the Linux client",https://mmmds.pl/cyberghostvpn-mitm-rce-lpe/,mmmds,CyberGhost,"RCE, MiTM, Local Privilege Escalation",0,4/3/23,4/7/23,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,Python,Shell/Command Execution,"would be executed on the user’s machine with root privileges. It would give the threat actor full control over the machine. Demo Below I present two videos demonstrating exploitation. A victim on the left, an attacker on the right. For simplicity, the described prerequisite condition is already met and is not covered in the videos. 1. Exploitation of issue 1. The client communicates with a malicio"
A deep-dive on Pluck CMS vulnerability CVE-2023-25828,https://www.synopsys.com/blogs/software-security/a-deep-dive-on-pluck-cms-vulnerability-cve-2023-25828/,Matthew Hogg,Pluck CMS,"Unrestricted file upload, RCE, Security code review",0,5/8/23,5/22/23,File Management,Command Injection,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,<?=exec($_GET[“c”])?> can be found.
Sorting Your Way to Stolen Passwords,https://blog.prodefense.io/sorting-your-way-to-stolen-passwords-43ff5cfeeabd,Matthew Keeley (@Nightbanes),-,"Bruteforce, Cryptographic issues",0,5/8/23,5/11/23,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,Python,Shell/Command Execution,Payload not explicitly detailed
"How a simple Directory Listing leads to PII Data Leakage, Remote Code Execution and many more vulnerabilities on a HR management subdomain",https://medium.com/@ar_hawk/how-a-simple-directory-listing-leads-to-pii-data-leakage-remote-code-execution-and-many-more-104b09e644f4,Aayush Vishnoi (@AayushVishnoi10),-,"RCE, Unrestricted file upload, Stored XSS, Information disclosure, Directory listing",0,5/7/23,5/8/23,File Management,Unrestricted File Write/Upload,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,"<img src=x onerror=prompt()>in all of the four boxes and clicked on the submit button.XSS PayloadNothing, got reflected, I visited the subdomain again and clicked on the employees profile whose email ID I have used to login to the dashboard.BooooMMM I got alert boxes for all of the four payload I have entered. This got me 4 Stored XSS vulnerability due to improper access control and PII data leak."
"When you're so bored, you start debugging someone else's code: bug hunting in a random Cloud-Native project",https://blog.onsec.io/when-youre-so-bored-you-start-debugging-someone-elses-code/,ONSEC.io Research Team,Foreman,"SSTI, RCE",0,5/3/23,5/4/23,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,Ruby,Shell/Command Execution,Payload not explicitly detailed
CVE-2023-28231: RCE In The Microsoft Windows DHCPv6 Service,https://www.zerodayinitiative.com/blog/2023/5/1/cve-2023-28231-rce-in-the-microsoft-windows-dhcpv6-service,"Guy Lederfein (@glederfein), Lucas Miller",Microsoft (Windows),"RCE, Buffer Overflow, Memory corruption",0,5/2/23,5/4/23,Admin/Config Panel,Command Injection,Server-side RCE,Web Application Parameter,Generic Linux,Shell/Command Execution,Payload not explicitly detailed
SSD Advisory –  KerioControl Remote Code Execution,https://ssd-disclosure.com/ssd-advisory-keriocontrol-remote-code-execution/,Simon Janz,GFI Software (KerioControl),"RCE, TAR path traversal",0,5/2/23,5/4/23,unknown,unknown,unknown,unknown,unknown,unknown,could not extract
Apache Solr 8.3.1 RCE from exposed administration interface,https://blog.scrt.ch/2023/05/01/solr-rce-from-exposed-administration-interface/,Nicolas Brunner,Apache Solr,"RCE, Unrestricted file upload, XSLT injection, Path traversal",0,5/1/23,5/4/23,File Management,Command Injection,Server-side RCE,Web Application Parameter,Java,Shell/Command Execution,is available here: https://github.com/scrt/Apache-Solr-8.3.1-RCE
"Azure Devops CICD Pipelines - Command Injection With Parameters, Variables And A Discussion On Runner Hijacking",https://pulsesecurity.co.nz/advisories/Azure-Devops-Command-Injection,Sana Oshika (@bigshika),Microsoft (Azure DevOps Pipelines),"CI/CD, OS command injection, RCE",0,5/1/23,5/4/23,Imports/Sharing,Command Injection,CI/CD Pipeline RCE,Web Application Parameter,Java,Shell/Command Execution,as a runtime parameter. We’re going to have the pipeline run the env command which will output the current environment variables. 'this is newline escaping via the API'\nenv
Exploiting an Order of Operations Bug to Achieve RCE in Oracle Opera,https://blog.assetnote.io/2023/04/30/rce-oracle-opera/,"Shubham Shah (@infosec_au), Sean Yeoh (@seanyeoh), Brendan Scarvell (@bscarvell), Jason Haddix (@Jhaddix)",Oracle (Opera),"RCE, Unrestricted file upload, Path traversal, Security code review",0,4/30/23,5/4/23,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,"for the <span class=""code_single-line"">jndiname</span> and <span class=""code_single-line"">username</span> parameters, and then decrypts it. This should be in reverse order in order for it to be effective. With the above code, these two variables can contain any payload we would like without any sanitization occurring.These parameters are then passed to the following function: if (!Utility.isFileIn"
Microsoft Exchange Powershell Remoting Deserialization leading to RCE (CVE-2023-21707),https://starlabs.sg/blog/2023/04-microsoft-exchange-powershell-remoting-deserialization-leading-to-rce-cve-2023-21707/,Nguyễn Tiến Giang (@testanull),Microsoft (Exchange),"RCE, Insecure deserialization",0,4/28/23,4/28/23,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,.NET,Shell/Command Execution,delivery
CVE-2023-27524: Insecure Default Configuration in Apache Superset Leads to Remote Code Execution,https://www.horizon3.ai/cve-2023-27524-insecure-default-configuration-in-apache-superset-leads-to-remote-code-execution/,Naveen Sunkavally,Apache Superset,"RCE, Default Flask Secret Key, Hardcoded credentials",0,4/25/23,4/27/23,Imports/Sharing,Unrestricted File Write/Upload,Server-side RCE,Web Application Parameter,Python,Shell/Command Execution,Payload not explicitly detailed
Vocera Report Server Pwnage,https://www.securifera.com/blog/2023/04/24/vocera_report_server_pwnage/,b0yd (@rwincey),Stryker,"RCE, Arbitrary file upload, Path traversal, Zip Slip attack",0,4/24/23,4/27/23,File Management,Unrestricted File Write/Upload,Server-side RCE,Web Application Parameter,Java,Shell/Command Execution,"as shown below. Copy to ClipboardSyntax Highlighter# This function intentional adds a second entry that is marked as encrypted  # so the zip loop will throw an exception after the Zip slip exploit def build_zip(wsh_endpoint, file_contents):"
Exploits Explained: Permission misconfiguration within Salesforce JavaScript Remoting tokens used for Apex Controllers,https://www.synack.com/blog/permission-problem-salesforce-javascript-remoting-token/,Mahmoud Gamal (@Zombiehelp54),-,"Salesforce, Security misconfiguration, Broken Access Control",0,4/21/23,4/27/23,unknown,unknown,unknown,unknown,unknown,unknown,could not extract
How I Hacked the Dutch Government: Exploiting an Innocent Image for Remote Code Execution,https://medium.com/@mukundbhuva/how-i-hacked-the-dutch-government-exploiting-an-innocent-image-for-remote-code-execution-df1fa936e46a,Mukund Bhuva (@MukundBhuva),Dutch Government,"RCE, Code injection",0,2/12/24,2/27/24,Imports/Sharing,Code Injection,Server-side RCE,Web Application Parameter,Java,Shell/Command Execution,"results in a verbose javax.media.jai.util.ImagingException:HTTP/1.1 200[...]<?xml version=""1.0"" encoding=""UTF-8""?><wps:ExecuteResponse xmlns:xs=""http://www.w3.org/2001/XMLSchema"" xmlns:ows=""http://www.opengis.net/ows/1.1"" xmlns:wps=""http://www.opengis.net/wps/1.0.0"" xmlns:xlink=""http://www.w3.org/1999/xlink"" xml:lang=""en"" service=""WPS"" serviceInstance=""http://localhost:8085/geoserver/ows?"" version"
#BrokenSesame: Accidental ‘write’ permissions to private registry allowed potential RCE to Alibaba Cloud Database Services,https://www.wiz.io/blog/brokensesame-accidental-write-permissions-to-private-registry-allowed-potential-r,"Ronen Shustin (@ronenshh), Shir Tamari (@shirtamari)",Alibaba,"Cloud, RCE, Container escape, Kubernetes, Privilege escalation, Lateral movement, Supply chain attack, Cross-tenant vulnerability",0,4/19/23,4/24/23,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,Python,Shell/Command Execution,Payload not explicitly detailed
Multiple Critical Vulnerabilities In Strapi Versions <=4.7.1,https://www.ghostccamm.com/blog/multi_strapi_vulns/,GhostCcamm (@GhostCcamm),Strapi,"Authentication bypass, SSTI, RCE, Amazon cognito misconfiguration, Information disclosure",0,4/17/23,4/24/23,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,"= jwt.decode(idToken);     if (!tokenPayload) {       throw new Error('unable to decode jwt token');     } else {       return {         username: tokenPayload['cognito:username'],         email: tokenPayload.email,       };     }   },"
(CVE-2023-2017) Shopware 6 Server-side Template Injection (SSTI) via Twig Security Extension,https://starlabs.sg/advisories/23/23-2017/,Ngo Wei Lin (@Creastery),Shopware,"SSTI, RCE, Security code review",0,4/17/23,4/24/23,Admin/Config Panel,Command Injection,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,"generated using the phpggc tool: ./phpggc -b Monolog/RCE8 system 'id' // Compressed payload is generated using:  // $ php -r 'echo gzcompress(shell_exec(""php phpggc Monolog/RCE8 system id""));' | hexdump -v -e '""\\\x"" 1/1 ""%02X""' {{ [""\x78\x9C\x65\x90\x4D\x4F\xC3\x30\x0C\x86\x77\xE6\x67\xF8\xC8\xA9\x49\x61\x30\xE7\x86\x86\xE0\x50\x34\x09\xAE\x93\xA6\x7E\x78\xC5\x53\xDA\x4C\x49\x3A\xF1\xA1\xFE\x77\x"
How I got RCE in + 10 websites…,https://medium.com/@crd0x49/how-i-got-rce-in-10-websites-26dd87441f22,m4cddr (@m4cddr),-,"RCE, Security misconfiguration",0,4/13/23,4/15/23,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,Payload not explicitly detailed
Losing control over Schneider's EcoStruxure Control Expert,https://www.reversemode.com/2023/04/losing-control-over-schneiders.html,Ruben Santamarta (@reversemode),Schneider Electric,"RCE, Path traversal, Security code review",0,4/11/23,4/27/23,Imports/Sharing,Unrestricted File Write/Upload,Server-side RCE,Web Application Parameter,Java,Shell/Command Execution,Payload not explicitly detailed
Pretalx Vulnerabilities: How to get accepted at every conference,https://www.sonarsource.com/blog/pretalx-vulnerabilities-how-to-get-accepted-at-every-conference/,Stefan Schiller (@scryh_),Pretalx,"Arbitrary file read, Arbitrary file write, RCE, Security code review",0,4/11/23,4/15/23,Imports/Sharing,Command Injection,CI/CD Pipeline RCE,Web Application Parameter,PHP,Shell/Command Execution,"is executed once a new Python process is spawned to perform periodic tasks. Patch The file read vulnerability in pretalx was fixed by first resolving the local_path and then ensuring that it is either within the MEDIA_ROOT or STATIC_ROOT: def get_mediastatic_content(url):   # ...   # Prevent directory traversal, make sure the path is inside the media or static root   local_path = local_path.resolv"
