Title,URL,Authors,Programs,Bugs,Bounty,PublicationDate,AddedDate
Manipulating Encrypted Traffic for Manual and Automation,https://medium.com/@Ano_F_/manipulating-encrypted-traffic-using-pycript-b637612528bb,Sourav Kalal (@Ano_F_),-,"Client-side encryption bypass, Bruteforce",0.0,2023-03-06,2023-03-08
Remote Code Execution Vulnerability in Azure Pipelines Can Lead To Software Supply Chain Attack,https://www.legitsecurity.com/blog/remote-code-execution-vulnerability-in-azure-pipelines-can-lead-to-software-supply-chain-attack,Nadav Noy,Microsoft (Azure DevOps Pipelines),"RCE, CI/CD, Supply chain attack",0.0,2023-03-30,2023-03-31
Super FabriXss: From XSS to an RCE in Azure Service Fabric Explorer by Abusing an Event Tab Cluster Toggle (CVE-2023-23383),https://orca.security/resources/blog/super-fabrixss-azure-vulnerability/,Lidor Ben Shitrit,Microsoft (Azure),"RCE, XSS, Cloud",0.0,2023-03-30,2023-03-31
Finding RCE in NodeJS templating engine 'Eta' - CVE-2022-25967,https://rayhan0x01.github.io/ctf/2023/04/01/finding-rce-in-eta-cve-2022-25967.html,Rayhan Ahmed Niloy (@Rayhan0x01),Eta,"RCE, Server-side prototype pollution, Security code review",0.0,2023-04-01,2023-04-06
"CyberGhostVPN - the story of finding MITM, RCE, LPE in the Linux client",https://mmmds.pl/cyberghostvpn-mitm-rce-lpe/,mmmds,CyberGhost,"RCE, MiTM, Local Privilege Escalation",0.0,2023-04-03,2023-04-07
A deep-dive on Pluck CMS vulnerability CVE-2023-25828,https://www.synopsys.com/blogs/software-security/a-deep-dive-on-pluck-cms-vulnerability-cve-2023-25828/,Matthew Hogg,Pluck CMS,"Unrestricted file upload, RCE, Security code review",0.0,2023-05-08,2023-05-22
Sorting Your Way to Stolen Passwords,https://blog.prodefense.io/sorting-your-way-to-stolen-passwords-43ff5cfeeabd,Matthew Keeley (@Nightbanes),-,"Bruteforce, Cryptographic issues",0.0,2023-05-08,2023-05-11
"How a simple Directory Listing leads to PII Data Leakage, Remote Code Execution and many more vulnerabilities on a HR management subdomain",https://medium.com/@ar_hawk/how-a-simple-directory-listing-leads-to-pii-data-leakage-remote-code-execution-and-many-more-104b09e644f4,Aayush Vishnoi (@AayushVishnoi10),-,"RCE, Unrestricted file upload, Stored XSS, Information disclosure, Directory listing",0.0,2023-05-07,2023-05-08
"When you're so bored, you start debugging someone else's code: bug hunting in a random Cloud-Native project",https://blog.onsec.io/when-youre-so-bored-you-start-debugging-someone-elses-code/,ONSEC.io Research Team,Foreman,"SSTI, RCE",0.0,2023-05-03,2023-05-04
CVE-2023-28231: RCE In The Microsoft Windows DHCPv6 Service,https://www.zerodayinitiative.com/blog/2023/5/1/cve-2023-28231-rce-in-the-microsoft-windows-dhcpv6-service,"Guy Lederfein (@glederfein), Lucas Miller",Microsoft (Windows),"RCE, Buffer Overflow, Memory corruption",0.0,2023-05-02,2023-05-04
SSD Advisory –  KerioControl Remote Code Execution,https://ssd-disclosure.com/ssd-advisory-keriocontrol-remote-code-execution/,Simon Janz,GFI Software (KerioControl),"RCE, TAR path traversal",0.0,2023-05-02,2023-05-04
Apache Solr 8.3.1 RCE from exposed administration interface,https://blog.scrt.ch/2023/05/01/solr-rce-from-exposed-administration-interface/,Nicolas Brunner,Apache Solr,"RCE, Unrestricted file upload, XSLT injection, Path traversal",0.0,2023-05-01,2023-05-04
"Azure Devops CICD Pipelines - Command Injection With Parameters, Variables And A Discussion On Runner Hijacking",https://pulsesecurity.co.nz/advisories/Azure-Devops-Command-Injection,Sana Oshika (@bigshika),Microsoft (Azure DevOps Pipelines),"CI/CD, OS command injection, RCE",0.0,2023-05-01,2023-05-04
Exploiting an Order of Operations Bug to Achieve RCE in Oracle Opera,https://blog.assetnote.io/2023/04/30/rce-oracle-opera/,"Shubham Shah (@infosec_au), Sean Yeoh (@seanyeoh), Brendan Scarvell (@bscarvell), Jason Haddix (@Jhaddix)",Oracle (Opera),"RCE, Unrestricted file upload, Path traversal, Security code review",0.0,2023-04-30,2023-05-04
Microsoft Exchange Powershell Remoting Deserialization leading to RCE (CVE-2023-21707),https://starlabs.sg/blog/2023/04-microsoft-exchange-powershell-remoting-deserialization-leading-to-rce-cve-2023-21707/,Nguyễn Tiến Giang (@testanull),Microsoft (Exchange),"RCE, Insecure deserialization",0.0,2023-04-28,2023-04-28
CVE-2023-27524: Insecure Default Configuration in Apache Superset Leads to Remote Code Execution,https://www.horizon3.ai/cve-2023-27524-insecure-default-configuration-in-apache-superset-leads-to-remote-code-execution/,Naveen Sunkavally,Apache Superset,"RCE, Default Flask Secret Key, Hardcoded credentials",0.0,2023-04-25,2023-04-27
Vocera Report Server Pwnage,https://www.securifera.com/blog/2023/04/24/vocera_report_server_pwnage/,b0yd (@rwincey),Stryker,"RCE, Arbitrary file upload, Path traversal, Zip Slip attack",0.0,2023-04-24,2023-04-27
Exploits Explained: Permission misconfiguration within Salesforce JavaScript Remoting tokens used for Apex Controllers,https://www.synack.com/blog/permission-problem-salesforce-javascript-remoting-token/,Mahmoud Gamal (@Zombiehelp54),-,"Salesforce, Security misconfiguration, Broken Access Control",0.0,2023-04-21,2023-04-27
How I Hacked the Dutch Government: Exploiting an Innocent Image for Remote Code Execution,https://medium.com/@mukundbhuva/how-i-hacked-the-dutch-government-exploiting-an-innocent-image-for-remote-code-execution-df1fa936e46a,Mukund Bhuva (@MukundBhuva),Dutch Government,"RCE, Code injection",0.0,2024-02-12,2024-02-27
#BrokenSesame: Accidental ‘write’ permissions to private registry allowed potential RCE to Alibaba Cloud Database Services,https://www.wiz.io/blog/brokensesame-accidental-write-permissions-to-private-registry-allowed-potential-r,"Ronen Shustin (@ronenshh), Shir Tamari (@shirtamari)",Alibaba,"Cloud, RCE, Container escape, Kubernetes, Privilege escalation, Lateral movement, Supply chain attack, Cross-tenant vulnerability",0.0,2023-04-19,2023-04-24
Multiple Critical Vulnerabilities In Strapi Versions <=4.7.1,https://www.ghostccamm.com/blog/multi_strapi_vulns/,GhostCcamm (@GhostCcamm),Strapi,"Authentication bypass, SSTI, RCE, Amazon cognito misconfiguration, Information disclosure",0.0,2023-04-17,2023-04-24
(CVE-2023-2017) Shopware 6 Server-side Template Injection (SSTI) via Twig Security Extension,https://starlabs.sg/advisories/23/23-2017/,Ngo Wei Lin (@Creastery),Shopware,"SSTI, RCE, Security code review",0.0,2023-04-17,2023-04-24
How I got RCE in + 10 websites…,https://medium.com/@crd0x49/how-i-got-rce-in-10-websites-26dd87441f22,m4cddr (@m4cddr),-,"RCE, Security misconfiguration",0.0,2023-04-13,2023-04-15
Losing control over Schneider's EcoStruxure Control Expert,https://www.reversemode.com/2023/04/losing-control-over-schneiders.html,Ruben Santamarta (@reversemode),Schneider Electric,"RCE, Path traversal, Security code review",0.0,2023-04-11,2023-04-27
Pretalx Vulnerabilities: How to get accepted at every conference,https://www.sonarsource.com/blog/pretalx-vulnerabilities-how-to-get-accepted-at-every-conference/,Stefan Schiller (@scryh_),Pretalx,"Arbitrary file read, Arbitrary file write, RCE, Security code review",0.0,2023-04-11,2023-04-15
Shell in the Ghost: Ghostscript CVE-2023-28879 writeup,https://offsec.almond.consulting/ghostscript-cve-2023-28879.html,sigabrt9 (@sigabrt9),Artifex Ghostscript,"Buffer Overflow, Memory corruption, RCE",0.0,2023-04-11,2023-04-15
CVE-2023-1877 / RCE with Server-Side Template Injection in Microweber,https://cupc4k3.medium.com/cve-2023-1877-rce-with-server-side-template-injection-in-microweber-89da6a0e2603,cupc4k3,Microweber,"SSTI, RCE",0.0,2023-04-05,2024-02-27
Pentah0wnage: Pre-Auth RCE in Pentaho Business Analytics Server,https://research.aurainfosec.io/pentest/pentah0wnage/,Harry Withington,Hitachi Vantara (Pentaho),"RCE, SSTI, Authorization bypass, Groovy scripting",0.0,2023-04-04,2023-04-06
Exploiting JMeter via RMI,https://medium.com/workday-engineering/exploiting-jmeter-via-rmi-e8e12392bba8,Christopher Ellis,Apache JMeter,"Insecure deserialization, Java RMI, RCE, Security code review",0.0,2023-07-11,2023-07-17
Proof of Concept Developed for Ghostscript CVE-2023-36664 Code Execution Vulnerability,https://www.kroll.com/en/insights/publications/cyber/ghostscript-cve-2023-36664-remote-code-execution-vulnerability,Dave Truman,Artifex Ghostscript,RCE,0.0,2023-07-11,2023-07-24
Bee-yond Capacity: Unauthenticated RCE in Extreme Networks/Aerohive Wireless APs - CVE-2023-35803,https://research.aurainfosec.io/pentest/bee-yond-capacity/,Lachlan Davidson (@lachlan2k),Extreme Networks,"Memory corruption, Buffer Overflow, RCE",0.0,2023-07-12,2023-07-12
"Magento Template Engine, A Story Of CVE-2022-24086",https://www.synacktiv.com/publications/magento-template-engine-a-story-of-cve-2022-24086,Antoine Gicquel (@blueshhit),Magento,"SSTI, RCE, Security code review",0.0,2023-11-16,2024-01-29
Multiple Vulnerabilities In Extreme Networks ExtremeXOS,https://rhinosecuritylabs.com/research/extreme-networks-extremexos-vulnerabilities/,David Yesland (@daveysec),Extreme Networks,"Arbitrary file read, Arbitrary file write, SSRF, RCE, Privilege escalation, Local Privilege Escalation, CSRF, Security code review",0.0,2023-12-05,2023-12-26
Achieving Remote Code Execution in Steam: a journey into the Remote Play protocol,https://blog.thalium.re/posts/achieving-remote-code-execution-in-steam-remote-play/,Valentino Ricotta,Valve,"RCE, Reverse engineering, Fuzzing, Path traversal, Memory corruption, Heap overflow, Format string vulnerability",0.0,2023-12-04,2024-01-18
"It's not a Feature, It's a Vulnerability",https://blog.solidsnail.com/posts/vscode-shell-integ-rce,solid-snail,Microsoft,"RCE, OS command injection",0.0,2023-12-04,2024-01-02
Owncloud: details about CVE-2023-49103 and CVE-2023-49105,https://www.ambionics.io/blog/owncloud-cve-2023-49103-cve-2023-49105,Charles Fol (@cfreal_),ownCloud,"RCE, Privilege escalation, Authentication bypass, Information disclosure, Security code review",0.0,2023-12-04,2023-12-26
CVE-2023-37927 & CVE-2023-37928 - Multiple post-auth blind OS command and Python code injection vulnerabilities in Zyxel’s NAS326 devices,https://bugprove.com/knowledge-hub/cve-2023-37927-and-cve-2023-37928-multiple-post-auth-blind-os-command-and-python-code-injection-vulnerabilities-in-zyxel-s-nas-326-devices/,Gábor Selján (@GaborSeljan),Zyxel,"Code injection, OS Command injection, RCE, Security code review",0.0,2023-11-30,2024-02-01
CVE-2023-4473 & CVE-2023-4474 - Authentication bypass and multiple blind OS command injection vulnerabilities in Zyxel’s NAS326 devices,https://bugprove.com/knowledge-hub/cve-2023-4473-and-cve-2023-4474-authentication-bypass-and-multiple-blind-os-command-injection-vulnerabilities-in-zyxel-s-nas-326-devices/,Gábor Selján (@GaborSeljan),Zyxel,"Authentication bypass, OS Command injection, RCE, Security code review",0.0,2023-11-30,2024-02-01
Securing our home labs: Home Assistant code review,https://github.blog/2023-11-30-securing-our-home-labs-home-assistant-code-review/,Alvaro Muñoz (@pwntester),Home Assistant,"Insecure deserialization, CSRF, RCE, Code injection, Android, iOS, Security code review",0.0,2023-11-30,2024-01-29
Gadgets chain in Laravel,https://fenrisk.com/publications/blogpost/2023/11/30/gadgets-chain-in-laravel/,Maxime Rinaudo (@MaxRio13),-,"Insecure deserialization, RCE, Security code review",0.0,2023-11-30,2023-12-26
Gadgets chain in WordPress,https://fenrisk.com/publications/blogpost/2023/11/22/gadgets-chain-in-wordpress/,Maxime Rinaudo (@MaxRio13),-,"Insecure deserialization, RCE, Security code review",0.0,2023-11-29,2023-12-26
"Ray, Versions 2.6.3, 2.8.0",https://bishopfox.com/blog/ray-versions-2-6-3-2-8-0,Berenice Flores Garcia,Anyscale (Ray),"Missing authentication, SSRF, RCE",0.0,2023-11-27,2023-12-27
Visual Studio Code Security: Finding New Vulnerabilities in the NPM Integration (3/3),https://www.sonarsource.com/blog/vscode-security-finding-new-vulnerabilities-npm-integration/,"Thomas Chauchefoin (@swapgs), Paul Gerste",Microsoft (VS Code),"RCE, Argument injection, Security code review",0.0,2023-11-21,2024-01-18
Multiple vulnerabilities in Cisco Unified Communications Manager version 11.5.1,https://www.synacktiv.com/sites/default/files/2024-01/cisco_ucm_multiple_vulnerabilities.pdf,Julien Egloff,Cisco,"Insecure deserialization, RCE, Local Privilege Escalation",0.0,2024-01-24,2024-02-06
Security Feature Bypass In ASP.NET and Visual Studio – Race Condition,https://zxsecurity.co.nz/research/advisories/race-condition-asp-net-core-signinmanager/,"Jack Moran, TC, Ethan McKee-Harris",Microsoft,"Race condition, Bruteforce",0.0,2023-07-12,2023-07-12
OLE object are still dangerous today — Exploiting Microsoft Office,https://github.com/edwardzpeng/presentations/blob/main/POC%202023/OLE%20object%20are%20still%20dangerous%20today%20%E2%80%94%20Exploiting%20Microsoft%20Office.pdf,zhiniang peng (@edwardzpeng),Microsoft (Office),"Memory corruption, RCE",0.0,2023-11-02,2024-02-06
SSD Advisory – Zyxel VPN Series Pre-auth Remote Command Execution,https://ssd-disclosure.com/ssd-advisory-zyxel-vpn-series-pre-auth-remote-command-execution/,-,Zyxel,"RCE, Security code review",0.0,2024-01-25,2024-01-29
Refresh: Compromising F5 BIG-IP With Request Smuggling | CVE-2023-46747,https://www.praetorian.com/blog/refresh-compromising-f5-big-ip-with-request-smuggling-cve-2023-46747/,"Michael Weber (@BouncyHat), Thomas Hendrickson",F5,"HTTP request smuggling, Authentication bypass, RCE, Apache JServ Protocol (AJP)",0.0,2023-10-26,2023-12-26
Revisiting an Old Bug: File Upload to Code Execution,https://www.securifera.com/blog/2023/10/25/cve-2021-27198/,b0yd (@rwincey),Visualware,"Unrestricted file upload, RCE",0.0,2023-10-25,2024-02-01
CVE-2023-33466 - Exploiting Healthcare Servers with Polyglot Files,https://www.shielder.com/blog/2023/10/cve-2023-33466-exploiting-healthcare-servers-with-polyglot-files/,"TheZero (@Th3Zer0), suidpit (@suidpit)",Asus,"DICOM, RCE, Arbitrary file overwrite, Arbitrary file upload, Patch diffing",0.0,2023-10-24,2024-02-01
Who are you? The Importance of Verifying Message Origins,https://www.sonarsource.com/blog/who-are-you-the-importance-of-verifying-message-origins/,Stefan Schiller (@scryh_),Squidex,"XSS, postMessage, Arbitrary file write, RCE, Security code review",0.0,2024-01-29,2024-02-06
Analysis Of Multiple Vulnerabilities In Ofbiz,https://blog.securelayer7.net/ofbiz-authentication-bypass-cve-2023-51467/0,SecureLayer7 (@SecureLayer7),Ofbiz,"Authentication bypass, RCE, Groovy scripting, Security code review",0.0,2024-01-30,2024-02-01
Security Vulnerabilities in CasaOS,https://www.sonarsource.com/blog/security-vulnerabilities-in-casaos/,Thomas Chauchefoin (@swapgs),CasaOS,"Authentication bypass, JWT, RCE, Security code review",0.0,2023-10-17,2024-01-02
Finding A RCE Gadget Chain In WordPress Core,https://wpscan.com/blog/finding-a-rce-gadget-chain-in-wordpress-core/,Marc Montpas,WordPress,"RCE, PHP pop chain, Insecure deserialization",0.0,2023-10-13,2024-01-08
EvilSln: Don't open .sln files,https://github.com/cjm00n/EvilSln,zhiniang peng (@edwardzpeng),Microsoft (Visual Studio),"Phishing, 1-click RCE",0.0,2023-10-11,2024-02-06
Finding A Pop Chain On A Common Symfony Bundle: Part 2,https://www.synacktiv.com/publications/finding-a-pop-chain-on-a-common-symfony-bundle-part-2,Rémi Matasse (@_remsio_),doctrine-bundle (Symfony package),"Insecure deserialization, RCE, Security code review",0.0,2023-10-11,2023-12-26
Argument injection vulnerability in multiple Atos Unify OpenScape products,https://sec-consult.com/vulnerability-lab/advisory/argument-injection-vulnerability-in-multiple-atos-unify-openscape-products/,Armin Weihbold (@koyaan5),Mitel (Atos Unify),"Argument injection, RCE, Authentication bypass, Security code review",0.0,2023-12-05,2024-01-02
SonicWall WXA – Authentication Bypass and Remote Code Execution Vulnerability,https://www.praetorian.com/blog/sonicwall-wxa-authentication-bypass-and-rce-vulnerability/,Adam Crosser,SonicWall,"Authentication bypass, Hardcoded credentials, RCE, Argument injection, Security code review",0.0,2023-12-07,2023-12-26
3 Symfony (RCE): A Peek Behind the Curtain,https://medium.com/@bxrowski0x/3-symfony-rce-a-peek-behind-the-curtain-83da5433e149,Omar ElSayed (@bxrowski0x),-,RCE,0.0,2023-12-09,2024-01-03
Remote code execution and elevation of local privileges in Mitel Unify OpenStage and OpenScape VoIP phones,https://www.pentagrid.ch/en/blog/rce-and-local-root-in-openstage-and-openscape-phones/,Pentagrid (@pentagridsec),Mitel (Atos Unify),"VoIP, RCE, Missing authentication, MiTM, Local Privilege Escalation",0.0,2023-12-11,2024-01-02
High Signal Detection and Exploitation of Ivanti's Pulse Connect Secure Auth Bypass & RCE (CVE-2023-46805 & CVE-2024-21887),https://www.assetnote.io/resources/research/high-signal-detection-and-exploitation-of-ivantis-pulse-connect-secure-auth-bypass-rce,"Shubham Shah (@infosec_au), Dylan Pindur",Ivanti,"RCE, Authentication bypass, Path traversal, OS command injection, Security code review",0.0,2024-01-19,2024-01-25
Gambio 4.9.2.0 - Insecure Deserialization,https://herolab.usd.de/security-advisories/usd-2023-0046/,"Christian Poeschl, Lukas Schraven",Gambio,"RCE, Insecure deserialization, Security code review",0.0,2024-01-19,2024-01-25
Nokia vBMC — BMC Log Scanner Remote Code Execution,https://mattchew-gregory.medium.com/nokia-vbmc-bmc-log-scanner-remote-code-execution-52421b3f928d,Matthew Gregory,Nokia,"RCE, OS command injection",0.0,2024-01-18,2024-01-29
Multiple vulnerabilities in Ivanti Connect Secure,https://www.synacktiv.com/sites/default/files/2024-01/synacktiv-pulseconnectsecure-multiple-vulnerabilities.pdf,Jérôme Mampianinazakason,Ivanti,"Path traversal, RCE, Local Privilege Escalation, Security code review",0.0,2024-01-17,2024-01-29
"I found 2 Zero-Days in popular Linux distros that includes Mint, Kali, Parrot",https://febinj.medium.com/i-found-2-zero-days-in-popular-linux-distros-that-includes-mint-kali-parrot-04e1cee800bd,Febin Mon Saji,"Linux Mint (Xreader), MATE Desktop (Atril)","RCE, Argument injection, Path traversal, Arbitrary file write",0.0,2024-01-17,2024-01-29
